,hu_xing,area,chao_xiang,other,lou_cen,lei_xin,dan_jia,zong_jia
1651,2室1厅 ,67,西南, 简装 , 顶层(共28层) , 2000年建 ,"85,075元/平",570
1652,1室1厅 ,50.0,南, 简装 , 低楼层(共6层) , 1994年建 ,"45,927元/平",230
1653,2室1厅 ,55.3,南北, 精装 , 22层 , 2014年建 ,"42,442元/平",235
1654,2室1厅 ,121.9,南西北, 简装 , 低楼层(共11层) , 2004年建 ,"86,108元/平",1050
1655,3室1厅 ,119.4,南北, 精装 , 低楼层(共28层) , 2013年建 ,"45,478元/平",543
1656,2室1厅 ,103.1,西南, 精装 , 中楼层(共22层) , 2002年建 ,"64,016元/平",660
1657,2室1厅 ,87.2,南北, 精装 , 高楼层(共18层) , 2014年建 ,"52,717元/平",460
1658,2室2厅 ,91.4,南北, 精装 , 低楼层(共22层) , 2010年建 ,"131,234元/平",1200
1659,2室1厅 ,92.3,南, 精装 , 高楼层(共28层) , 1999年建 ,"71,251元/平",658
1660,2室2厅 ,112,南北, 简装 , 中楼层(共24层) , 2006年建 ,"52,590元/平",589
1661,2室2厅 ,121.0,南北, 精装 , 中楼层(共14层) , 2006年建 ,"86,713元/平",1050
1662,1室1厅 ,46.7,西南, 精装 , 中楼层(共6层) , 1992年建 ,"62,621元/平",293
1663,2室1厅 ,73.4,南北, 精装 , 顶层(共6层) , 2000年建 ,"34,732元/平",255
1664,2室1厅 ,71.7,东北, 精装 , 底层(共21层) , 2005年建 ,"54,883元/平",394
1665,3室1厅 ,166.8,东南北, 精装 , 高楼层(共9层) , 2008年建 ,"74,314元/平",1240
1666,1室1厅 ,63.0,南, 简装 , 28层 , 2012年建 ,"41,086元/平",259
1667,3室1厅 ,94.3,南北, 简装 , 中楼层(共6层) , 1998年建 ,"49,587元/平",468
1668,3室1厅 ,124.8,南, 精装 , 高楼层(共18层) , 2015年建 ,"56,464元/平",705
1669,2室1厅 ,88.8,东, 毛坯 , 中楼层(共12层) , 2013年建 ,"39,172元/平",348
1670,3室1厅 ,138.5,南北, 简装 , 高楼层(共6层) , 2005年建 ,"42,007元/平",582
1671,3室1厅 ,88.5,西南, 简装 , 顶层(共15层) , 2012年建 ,"53,963元/平",478
1672,2室1厅 ,68.6,南北, 简装 , 中楼层(共6层) , 1995年建 ,"68,494元/平",470
1673,3室2厅 ,127.1,南北, 简装 , 底层(共7层) , 1999年建 ,"109,031元/平",1386
1674,3室1厅 ,96.2,南北, 精装 , 中楼层(共6层) , 2000年建 ,"144,193元/平",1388
1675,2室1厅 ,70.3,西南, 精装 , 底层(共22层) , 2002年建 ,"50,150元/平",353
1676,3室2厅 ,109.0,南北, 精装 , 15层 , 2015年建 ,"23,841元/平",260
1677,2室1厅 ,129,南北, 精装 , 中楼层(共11层) , 2005年建 ,"66,667元/平",860
1678,3室2厅 ,115.3,南北, 精装 , 低楼层(共15层) , 2017年建 ,"58,095元/平",670
1679,4室2厅 ,147.0,东南南, 精装 , 高楼层(共21层) , 2007年建 ,"57,136元/平",840
1680,3室2厅 ,128.6,东南, 简装 , 低楼层(共12层) , 2003年建 ,"58,467元/平",752
1681,3室2厅 ,122.0,东北, 简装 , 高楼层(共21层) , 1999年建 ,"50,152元/平",612
1682,2室1厅 ,85.7,东西, 精装 , 低楼层(共16层) , 2013年建 ,"35,352元/平",303
1683,3室1厅 ,111.8,南北, 简装 , 高楼层(共14层) , 2002年建 ,"38,256元/平",428
1684,4室1厅 ,138.4,南北, 简装 , 高楼层(共7层) , 2000年建 ,"36,700元/平",508
1685,3室1厅 ,119.5,南北, 简装 , 低楼层(共22层) , 2003年建 ,"50,042元/平",598
1686,3室1厅 ,100.8,南北, 精装 , 低楼层(共15层) , 2014年建 ,"23,005元/平",232
1687,2室1厅 ,100.6,南北, 简装 , 高楼层(共21层) , 2007年建 ,"60,601元/平",610
1688,2室1厅 ,93.8,南, 精装 , 中楼层(共14层) , 2007年建 ,"54,331元/平",510
1689,2室1厅 ,108.7,南, 精装 , 低楼层(共21层) , 2006年建 ,"107,147元/平",1165
1690,3室2厅 ,139.8,南北, 简装 , 低楼层(共6层) , 1999年建 ,"31,107元/平",435
1691,2室2厅 ,140.1,东南, 精装 , 中楼层(共19层) , 2003年建 ,"55,814元/平",782
1692,2室1厅 ,100.6,南北, 简装 , 低楼层(共23层) , 2004年建 ,"41,348元/平",416
1693,2室1厅 ,75.6,南北, 简装 , 低楼层(共8层) , 2011年建 ,"39,916元/平",302
1694,2室1厅 ,84.3,东南北, 精装 , 中楼层(共6层) , 2006年建 ,"48,992元/平",413
1695,2室1厅 ,70.5,南, 精装 , 中楼层(共12层) , 2006年建 ,"93,578元/平",660
1696,2室1厅 ,113.2,东, 精装 , 中楼层(共24层) , 2005年建 ,"72,394元/平",820
1697,3室2厅 ,90.1,南北, 精装 , 低楼层(共9层) , 2011年建 ,"64,227元/平",579
1698,3室1厅 ,78,南北, 简装 , 底层(共6层) , 1994年建 ,"37,949元/平",296
1699,2室1厅 ,59.0,南北, 简装 , 高楼层(共6层) , 1984年建 ,"33,684元/平",199
1700,2室1厅 ,75.5,南北, 简装 , 中楼层(共17层) , 2005年建 ,"113,598元/平",858
1701,2室1厅 ,98.1,南, 简装 , 27层 , 2007年建 ,"72,222元/平",709
1702,3室1厅 ,121.0,南北, 毛坯 , 中楼层(共7层) , 2003年建 ,"29,655元/平",359
1703,3室1厅 ,104.8,南北, 精装 , 高楼层(共31层) , 2010年建 ,"46,261元/平",485
1704,3室2厅 ,138.0,西南北, 简装 , 顶层(共25层) , 2001年建 ,"45,649元/平",630
1705,2室1厅 ,50.1,东北, 精装 , 高楼层(共6层) , 1992年建 ,"46,480元/平",233
1706,3室1厅 ,89.3,南北, 精装 , 高楼层(共21层) , 2014年建 ,"44,681元/平",399
1707,2室1厅 ,60.7,东西, 简装 , 中楼层(共6层) , 1995年建 ,"51,055元/平",310
1708,1室1厅 ,79.1,东, 精装 , 中楼层(共16层) , 2004年建 ,"81,966元/平",649
1709,2室2厅 ,89.9,南北, 简装 , 底层(共11层) , 2010年建 ,"55,575元/平",500
1710,2室1厅 ,88.1,南北, 简装 , 低楼层(共18层) , 2010年建 ,"48,798元/平",430
1711,2室1厅 ,98.8,西南, 精装 , 高楼层(共21层) , 2000年建 ,"53,595元/平",530
1712,3室1厅 ,73.5,南北, 精装 , 顶层(共5层) , 1996年建 ,"94,915元/平",698
1713,3室1厅 ,122.8,南北, 精装 , 低楼层(共6层) , 2004年建 ,"41,939元/平",515
1714,3室2厅 ,134.4,南北, 精装 , 低楼层(共6层) , 2015年建 ,"32,131元/平",432
1715,2室1厅 ,98.4,南北, 简装 , 中楼层(共4层) , 2011年建 ,"21,949元/平",216
1716,2室1厅 ,88.8,南北, 简装 , 中楼层(共6层) , 2002年建 ,"52,454元/平",466
1717,3室2厅 ,139.8,南北, 简装 , 低楼层(共6层) , 1999年建 ,"31,107元/平",435
1718,2室1厅 ,108.7,南, 精装 , 低楼层(共21层) , 2006年建 ,"107,147元/平",1165
1719,2室1厅 ,93.8,南, 精装 , 中楼层(共14层) , 2007年建 ,"54,331元/平",510
1720,2室1厅 ,72.6,南, 简装 , 中楼层(共18层) , 1996年建 ,"112,886元/平",820
1721,2室1厅 ,51,南, 精装 , 5层 , 1985年建 ,"46,079元/平",235
1722,3室1厅 ,76.9,南北, 精装 , 底层(共6层) , 1985年建 ,"135,118元/平",1040
1723,3室2厅 ,124.3,南北, 精装 , 低楼层(共6层) , 2007年建 ,"42,472元/平",528
1724,2室2厅 ,130.0,西北, 毛坯 , 高楼层(共22层) , 2002年建 ,"74,599元/平",970
1725,3室1厅 ,79.5,东西南, 精装 , 顶层(共12层) , 1997年建 ,"86,760元/平",690
1726,3室1厅 ,88.8,西南, 精装 , 高楼层(共16层) , 2012年建 ,"35,473元/平",315
1727,2室2厅 ,90.4,南北, 简装 , 低楼层(共12层) , 1998年建 ,"105,054元/平",950
1728,3室1厅 ,143.1,南北, 简装 , 中楼层(共12层) , 2002年建 ,"37,713元/平",540
1729,2室1厅 ,85.0,西, 简装 , 中楼层(共22层) , 2001年建 ,"60,927元/平",518
1730,2室2厅 ,78.2,西北, 精装 , 低楼层(共22层) , 2006年建 ,"56,522元/平",442
1731,2室1厅 ,83.1,南, 精装 , 低楼层(共21层) , 2013年建 ,"42,323元/平",352
1732,3室1厅 ,119.5,南北, 简装 , 低楼层(共22层) , 2003年建 ,"50,042元/平",598
1733,3室1厅 ,100.8,南北, 精装 , 低楼层(共15层) , 2014年建 ,"23,005元/平",232
1734,2室1厅 ,100.6,南北, 简装 , 高楼层(共21层) , 2007年建 ,"60,601元/平",610
1735,2室1厅 ,94.9,南, 简装 , 低楼层(共18层) , 2000年建 ,"44,244元/平",420
1736,3室2厅 ,142.4,南北, 精装 , 高楼层(共9层) , 2006年建 ,"28,793元/平",410
1737,2室2厅 ,100.9,东南, 简装 , 中楼层(共26层) , 2002年建 ,"53,008元/平",535
1738,3室1厅 ,169.4,南北, 精装 , 中楼层(共10层) , 2006年建 ,"46,319元/平",785
1739,3室1厅 ,92.0,南, 精装 , 低楼层(共6层) , 2014年建 ,"37,496元/平",345
1740,3室1厅 ,139.8,南西北, 简装 , 中楼层(共27层) , 2008年建 ,"90,682元/平",1268
1741,3室2厅 ,160.9,南北, 简装 , 顶层(共8层) , 2007年建 ,"22,056元/平",355
1742,3室2厅 ,171.9,南北, 精装 , 6层 , 2004年建 ,"42,736元/平",735
1743,3室2厅 ,214.8,南北, 精装 , 中楼层(共8层) , 2013年建 ,"34,910元/平",750
1744,2室2厅 ,124.1,西, 精装 , 中楼层(共12层) , 2003年建 ,"76,546元/平",950
1745,3室1厅 ,139.8,南北, 精装 , 中楼层(共6层) , 2012年建 ,"20,595元/平",288
1746,3室1厅 ,88.7,北南, 精装 , 15层 , 2012年建 ,"37,764元/平",335
1747,3室1厅 ,119.2,南北, 精装 , 中楼层(共11层) , 2005年建 ,"44,102元/平",526
1748,2室1厅 ,86.6,南北, 精装 , 高楼层(共6层) , 2014年建 ,"77,314元/平",670
1749,3室1厅 ,69.5,南北, 简装 , 中楼层(共6层) , 1990年建 ,"45,442元/平",316
1750,4室1厅 ,158.3,西南北, 精装 , 高楼层(共13层) , 2001年建 ,"36,951元/平",585
1751,3室1厅 ,77.8,东南, 简装 , 高楼层(共20层) , 1984年建 ,"96,340元/平",750
1752,2室1厅 ,64.1,西南, 简装 , 高楼层(共16层) , 1994年建 ,"49,922元/平",320
1753,3室2厅 ,184.1,南北, 简装 , 高楼层(共12层) , 2008年建 ,"75,478元/平",1390
1754,3室1厅 ,106.3,西南北, 简装 , 顶层(共16层) , 2005年建 ,"36,762元/平",391
1755,2室2厅 ,98.4,南北, 精装 , 低楼层(共10层) , 2005年建 ,"48,273元/平",475
1756,2室1厅 ,75.3,南北, 简装 , 6层 , 2002年建 ,"30,376元/平",229
1757,2室1厅 ,79.7,东南, 简装 , 中楼层(共30层) , 1999年建 ,"67,695元/平",540
1758,4室2厅 ,192.3,南北, 简装 , 中楼层(共18层) , 2017年建 ,"71,225元/平",1370
1759,3室2厅 ,136.8,南北, 精装 , 中楼层(共25层) , 2010年建 ,"62,491元/平",855
1760,3室2厅 ,164.8,北南, 毛坯 , 低楼层(共13层) , 2004年建 ,"30,340元/平",500
1761,3室1厅 ,70.4,南北, 简装 , 底层(共7层) , 1999年建 ,"41,608元/平",293
1762,2室1厅 ,75.6,南北, 简装 , 低楼层(共8层) , 2011年建 ,"39,916元/平",302
1763,2室1厅 ,100.6,南北, 简装 , 低楼层(共23层) , 2004年建 ,"41,348元/平",416
1764,2室1厅 ,70.5,南, 精装 , 中楼层(共12层) , 2006年建 ,"93,578元/平",660
1765,3室1厅 ,78,南北, 简装 , 底层(共6层) , 1994年建 ,"37,949元/平",296
1766,3室2厅 ,90.1,南北, 精装 , 低楼层(共9层) , 2011年建 ,"64,227元/平",579
1767,2室1厅 ,75.5,南北, 简装 , 中楼层(共17层) , 2005年建 ,"113,598元/平",858
1768,2室1厅 ,113.2,东, 精装 , 中楼层(共24层) , 2005年建 ,"72,394元/平",820
1769,2室2厅 ,140.1,东南, 精装 , 中楼层(共19层) , 2003年建 ,"55,814元/平",782
1770,2室1厅 ,59.0,南北, 简装 , 高楼层(共6层) , 1984年建 ,"33,684元/平",199
1771,3室2厅 ,141.6,南北, 简装 , 15层 , 2011年建 ,"88,958元/平",1260
1772,4室1厅 ,102.2,东南, 简装 , 高楼层(共18层) , 2000年建 ,"71,387元/平",730
1773,2室1厅 ,98.1,南, 简装 , 27层 , 2007年建 ,"72,222元/平",709
1774,2室1厅 ,84.3,东南北, 精装 , 中楼层(共6层) , 2006年建 ,"48,992元/平",413
1775,3室1厅 ,168.2,南北西, 简装 , 顶层(共4层) , 2006年建 ,"17,767元/平",299
1776,3室1厅 ,64.1,西南, 简装 , 中楼层(共7层) , 1994年建 ,"73,221元/平",470
1777,2室1厅 ,62.0,南北, 简装 , 底层(共6层) , 1996年建 ,"96,567元/平",599
1778,1室1厅 ,59.1,南, 简装 , 14层 , 2001年建 ,"77,418元/平",458
1779,3室1厅 ,96.4,南北, 简装 , 顶层(共10层) , 2014年建 ,"44,394元/平",428
1780,2室1厅 ,71.0,西南, 简装 , 高楼层(共20层) , 1996年建 ,"51,788元/平",368
1781,2室1厅 ,58.4,南北, 简装 , 低楼层(共6层) , 1993年建 ,"58,512元/平",342
1782,2室1厅 ,69.8,南北, 精装 , 低楼层(共21层) , 2012年建 ,"53,710元/平",375
1783,2室2厅 ,104.1,南北, 简装 , 底层(共6层) , 1997年建 ,"32,451元/平",338
1784,3室1厅 ,139.0,北南, 精装 , 中楼层(共5层) , 2004年建 ,"50,906元/平",708
1785,3室1厅 ,102.6,南北, 精装 , 高楼层(共18层) , 2005年建 ,"42,856元/平",440
1786,2室1厅 ,88.0,东南, 毛坯 , 低楼层(共29层) , 2010年建 ,"45,300元/平",399
1787,2室1厅 ,59.9,西南, 简装 , 低楼层(共18层) , 1992年建 ,"56,733元/平",340
1788,2室1厅 ,82.5,东南北, 简装 , 中楼层(共24层) , 2004年建 ,"76,364元/平",630
1789,2室1厅 ,81.6,西南, 精装 , 中楼层(共18层) , 1999年建 ,"132,353元/平",1080
1790,2室2厅 ,92.3,东南北, 精装 , 中楼层(共8层) , 2011年建 ,"39,316元/平",363
1791,2室1厅 ,52.7,南北, 精装 , 底层(共6层) , 1980年建 ,"106,073元/平",559
1792,2室1厅 ,65.9,南北, 精装 , 中楼层(共6层) , 2002年建 ,"79,806元/平",526
1793,2室1厅 ,80.7,东, 精装 , 18层 , 2008年建 ,"86,037元/平",695
1794,2室1厅 ,92.9,西南, 简装 , 高楼层(共18层) , 2008年建 ,"79,639元/平",740
1795,2室1厅 ,84.9,南北, 简装 , 低楼层(共9层) , 2009年建 ,"44,144元/平",375
1796,2室1厅 ,91.7,南北, 精装 , 低楼层(共11层) , 2007年建 ,"29,547元/平",271
1797,2室2厅 ,101.3,东南, 精装 , 高楼层(共18层) , 2002年建 ,"63,173元/平",640
1798,2室1厅 ,90.1,西南, 精装 , 低楼层(共30层) , 2001年建 ,"62,993元/平",568
1799,3室2厅 ,138.9,南北, 精装 , 底层(共9层) , 2005年建 ,"50,878元/平",707
1800,2室1厅 ,65.7,南北, 简装 , 高楼层(共6层) , 2000年建 ,"40,749元/平",268
1801,2室1厅 ,85.2,南, 精装 , 高楼层(共18层) , 2013年建 ,"56,305元/平",480
1802,3室2厅 ,140.2,南北, 精装 , 中楼层(共9层) , 2005年建 ,"88,414元/平",1240
1803,2室2厅 ,158.3,西南, 毛坯 , 高楼层(共22层) , 2002年建 ,"73,883元/平",1170
1804,2室1厅 ,89.9,南, 精装 , 高楼层(共16层) , 2006年建 ,"46,608元/平",419
1805,2室1厅 ,90.1,南北, 简装 , 中楼层(共6层) , 2003年建 ,"37,715元/平",340
1806,2室1厅 ,86.2,西, 精装 , 顶层(共23层) , 2009年建 ,"52,418元/平",452
1807,2室2厅 ,102.8,南北, 精装 , 高楼层(共18层) , 2008年建 ,"47,564元/平",489
1808,2室1厅 ,97.5,南, 简装 , 顶层(共14层) , 2011年建 ,"24,406元/平",238
1809,3室2厅 ,129.9,南北, 精装 , 顶层(共9层) , 2004年建 ,"64,236元/平",835
1810,2室1厅 ,68.7,南北, 精装 , 中楼层(共13层) , 2000年建 ,"53,115元/平",365
1811,2室1厅 ,66.1,东南, 简装 , 24层 , 2001年建 ,"69,592元/平",460
1812,2室1厅 ,113.2,西南, 精装 , 顶层(共24层) , 2005年建 ,"75,042元/平",850
1813,3室2厅 ,129.7,南北, 精装 , 底层(共11层) , 2007年建 ,"37,677元/平",489
1814,2室1厅 ,68.9,南北, 简装 , 高楼层(共25层) , 2013年建 ,"38,417元/平",265
1815,3室2厅 ,122.5,东南北, 精装 , 中楼层(共6层) , 2000年建 ,"42,344元/平",519
1816,2室2厅 ,141.3,东南, 简装 , 高楼层(共22层) , 1997年建 ,"77,130元/平",1090
1817,2室1厅 ,67.6,南北, 简装 , 中楼层(共6层) , 1999年建 ,"59,146元/平",400
1818,2室1厅 ,100.2,东南, 精装 , 低楼层(共28层) , 2005年建 ,"59,775元/平",599
1819,3室1厅 ,114.5,南北, 简装 , 高楼层(共22层) , 2001年建 ,"53,859元/平",617
1820,2室2厅 ,87.6,东南, 简装 , 低楼层(共26层) , 2009年建 ,"84,922元/平",744
1821,3室1厅 ,86.6,北南, 简装 , 中楼层(共6层) , 1987年建 ,"55,293元/平",479
1822,2室1厅 ,63.6,南北, 简装 , 中楼层(共5层) , 1996年建 ,"37,422元/平",238
1823,3室2厅 ,127.1,南北, 精装 , 中楼层(共9层) , 2007年建 ,"32,959元/平",419
1824,3室1厅 ,72.6,东北, 简装 , 高楼层(共17层) , 1984年建 ,"90,634元/平",658
1825,3室2厅 ,116.3,西南, 精装 , 23层 , 2004年建 ,"53,741元/平",625
1826,2室1厅 ,80.7,东, 简装 , 低楼层(共12层) , 2009年建 ,"82,457元/平",666
1827,2室1厅 ,86.8,南北, 精装 , 中楼层(共6层) , 2007年建 ,"53,529元/平",465
1828,3室1厅 ,82.4,东南西, 简装 , 高楼层(共6层) , 1996年建 ,"50,813元/平",419
1829,2室1厅 ,76.5,东西, 精装 , 29层 , 2013年建 ,"53,973元/平",413
1830,3室2厅 ,191.0,东南, 精装 , 低楼层(共31层) , 2001年建 ,"62,801元/平",1200
1831,3室2厅 ,98.7,西南, 精装 , 高楼层(共18层) , 1996年建 ,"129,686元/平",1280
1832,2室2厅 ,104.2,南北, 简装 , 中楼层(共9层) , 2008年建 ,"75,559元/平",788
1833,2室2厅 ,91.3,南北, 精装 , 中楼层(共6层) , 2000年建 ,"45,978元/平",420
1834,3室2厅 ,125.3,南北, 精装 , 中楼层(共12层) , 2008年建 ,"42,538元/平",533
1835,2室1厅 ,78.2,东南, 精装 , 中楼层(共21层) , 2014年建 ,"42,157元/平",330
1836,2室1厅 ,52.7,南, 精装 , 顶层(共5层) , 1987年建 ,"68,312元/平",360
1837,2室2厅 ,127.0,东南, 简装 , 低楼层(共22层) , 2000年建 ,"60,602元/平",770
1838,3室2厅 ,138.0,南北, 简装 , 底层(共7层) , 2002年建 ,"86,069元/平",1188
1839,2室1厅 ,92.9,北南西南, 简装 , 底层(共13层) , 2006年建 ,"53,816元/平",500
1840,3室1厅 ,93.9,东北, 精装 , 低楼层(共16层) , 2009年建 ,"48,947元/平",460
1841,2室1厅 ,83.6,东南, 简装 , 低楼层(共15层) , 2009年建 ,"51,650元/平",432
1842,2室1厅 ,60,南北, 精装 , 高楼层(共6层) , 1994年建 ,"99,667元/平",598
1843,3室1厅 ,95.6,南北, 简装 , 4层 , 2000年建 ,"67,880元/平",649
1844,3室2厅 ,123.6,南, 精装 , 中楼层(共6层) , 2015年建 ,"50,530元/平",625
1845,3室1厅 ,112.9,南北, 精装 , 中楼层(共10层) , 1999年建 ,"60,048元/平",678
1846,2室2厅 ,114.8,南北, 精装 , 低楼层(共27层) , 2009年建 ,"114,953元/平",1320
1847,2室1厅 ,84.7,东北南, 精装 , 低楼层(共21层) , 2002年建 ,"57,261元/平",485
1848,2室2厅 ,100.7,南北, 精装 , 中楼层(共5层) , 2005年建 ,"58,567元/平",590
1849,3室1厅 ,66.9,南北, 其他 , 中楼层(共12层) , 1980年建 ,"58,587元/平",392
1850,2室1厅 ,70.4,西北, 精装 , 低楼层(共22层) , 2003年建 ,"92,304元/平",650
1851,2室1厅 ,97.0,南北, 精装 , 中楼层(共28层) , 2001年建 ,"63,789元/平",619
1852,2室1厅 ,77.6,南, 精装 , 高楼层(共26层) , 2014年建 ,"40,310元/平",313
1853,2室2厅 ,105.5,南, 精装 , 中楼层(共18层) , 2013年建 ,"31,091元/平",328
1854,2室1厅 ,57.5,南北, 简装 , 中楼层(共6层) , 1993年建 ,"65,173元/平",375
1855,2室1厅 ,51.9,南北, 简装 , 顶层(共6层) , 1993年建 ,"32,563元/平",169
1856,2室1厅 ,65.7,南, 简装 , 高楼层(共18层) , 1987年建 ,"57,052元/平",375
1857,3室1厅 ,68.4,南北, 简装 , 低楼层(共6层) , 1993年建 ,"60,164元/平",412
1858,3室1厅 ,94.0,南北, 简装 , 6层 , 2000年建 ,"63,292元/平",595
1859,3室2厅 ,144.4,南北, 精装 , 低楼层(共23层) , 2014年建 ,"85,013元/平",1228
1860,2室1厅 ,91.7,南北, 精装 , 底层(共6层) , 2004年建 ,"49,068元/平",450
1861,3室2厅 ,130.7,南北, 简装 , 中楼层(共6层) , 2004年建 ,"61,177元/平",800
1862,2室2厅 ,94.9,南北, 简装 , 高楼层(共9层) , 2004年建 ,"67,215元/平",638
1863,2室1厅 ,68.4,西, 简装 , 中楼层(共7层) , 2000年建 ,"46,026元/平",315
1864,3室1厅 ,132.4,南北, 精装 , 低楼层(共15层) , 2007年建 ,"58,078元/平",769
1865,2室1厅 ,63.8,西南, 简装 , 低楼层(共12层) , 1994年建 ,"59,349元/平",379
1866,2室1厅 ,88.7,南北, 简装 , 高楼层(共6层) , 2000年建 ,"31,884元/平",283
1867,2室1厅 ,79.1,东北, 简装 , 低楼层(共18层) , 2000年建 ,"49,166元/平",389
1868,3室1厅 ,89.1,南北, 简装 , 低楼层(共22层) , 2013年建 ,"46,669元/平",416
1869,1室1厅 ,45.9,东南, 精装 , 高楼层(共6层) , 1996年建 ,"57,517元/平",264
1870,3室2厅 ,122.3,南北, 精装 , 中楼层(共20层) , 2011年建 ,"70,296元/平",860
1871,3室1厅 ,79.3,东南西北, 简装 , 低楼层(共25层) , 1987年建 ,"85,056元/平",675
1872,1室1厅 ,63.3,东, 精装 , 中楼层(共27层) , 2004年建 ,"98,659元/平",625
1873,2室1厅 ,87.6,南北, 精装 , 中楼层(共14层) , 2012年建 ,"32,976元/平",289
1874,3室2厅 ,163.3,南北, 简装 , 中楼层(共9层) , 2007年建 ,"84,477元/平",1380
1875,3室1厅 ,106.4,南北, 精装 , 顶层(共18层) , 2011年建 ,"78,693元/平",838
1876,2室1厅 ,97.3,东, 精装 , 低楼层(共21层) , 2003年建 ,"47,052元/平",458
1877,2室1厅 ,86.3,南北, 简装 , 低楼层(共16层) , 2012年建 ,"35,334元/平",305
1878,3室1厅 ,122.2,南北, 简装 , 顶层(共9层) , 2008年建 ,"40,566元/平",496
1879,2室1厅 ,87.9,南北, 简装 , 中楼层(共11层) , 2012年建 ,"30,148元/平",265
1880,2室1厅 ,95.8,南北, 精装 , 中楼层(共6层) , 2004年建 ,"50,595元/平",485
1881,1室1厅 ,56.3,东西北, 精装 , 27层 , 2007年建 ,"72,621元/平",409
1882,3室1厅 ,82.2,东南, 毛坯 , 低楼层(共14层) , 1980年建 ,"87,592元/平",720
1883,3室1厅 ,68.4,南北, 简装 , 低楼层(共6层) , 1993年建 ,"60,164元/平",412
1884,3室2厅 ,150.4,南北, 精装 , 中楼层(共28层) , 2003年建 ,"99,735元/平",1500
